Date,Price,Open,High,Low
"Apr 27, 2020",1731.4,1746.7,1753,1726.8
"Apr 24, 2020",1741.7,1754.4,1765.5,1733
"Apr 23, 2020",1751,1741.4,1769.2,1736
"Apr 22, 2020",1743.5,1707.6,1747.1,1700
"Apr 21, 2020",1692.1,1717.6,1720.8,1670.3
"Apr 20, 2020",1715.3,1697.2,1722,1689.2
"Apr 17, 2020",1702.7,1740.7,1741.3,1695.5
"Apr 16, 2020",1736.3,1744,1771.2,1727.6
"Apr 15, 2020",1744.7,1760.7,1762.7,1736.4
"Apr 14, 2020",1771.2,1768,1789.5,1750
"Apr 13, 2020",1762.7,1741.6,1773.5,1725
"Apr 10, 2020",1740.6,1740.6,1740.6,1740.6
"Apr 09, 2020",1753.6,1679.2,1754.3,1679.2
"Apr 08, 2020",1684.1,1680.1,1693.9,1673.9
"Apr 07, 2020",1683.7,1713.1,1740.8,1674.3
"Apr 06, 2020",1693.1,1649.5,1713.5,1640
"Apr 03, 2020",1646.5,1639,1651.5,1625.3
"Apr 02, 2020",1638.9,1607,1645.2,1596.7
"Apr 01, 2020",1592.5,1580,1611,1577.7
"Mar 31, 2020",1597.6,1640.1,1642.2,1590.8
"Mar 30, 2020",1644.1,1665.7,1672.5,1634.6
"Mar 27, 2020",1655,1653.6,1659.3,1631.9
"Mar 26, 2020",1662,1639.6,1678,1615
"Mar 25, 2020",1633.3,1688,1695,1607.5
"Mar 24, 2020",1663,1578,1691.4,1578
"Mar 23, 2020",1581.4,1520,1583.7,1498.9
"Mar 20, 2020",1495.1,1468,1530,1468
"Mar 19, 2020",1489.4,1496.6,1508,1476.9
"Mar 18, 2020",1487.1,1547,1551.1,1485.2
"Mar 17, 2020",1534.1,1504.5,1561.5,1476.3
"Mar 16, 2020",1493.8,1573,1578.6,1458.8
"Mar 13, 2020",1524.9,1592.6,1604.2,1514.3
"Mar 12, 2020",1598.8,1648.6,1655.2,1568.7
"Mar 11, 2020",1650.8,1657.9,1677.6,1641.7
"Mar 10, 2020",1669,1675,1679.3,1651.5
"Mar 09, 2020",1684.1,1700,1712.1,1668.1
"Mar 06, 2020",1683,1683.6,1703.6,1657.7
"Mar 05, 2020",1680.4,1653.4,1687.2,1653
"Mar 04, 2020",1656.5,1660.1,1661.1,1647.3
"Mar 03, 2020",1658.8,1606.5,1663.8,1606.5
"Mar 02, 2020",1609.7,1609.1,1626,1593.9
"Feb 28, 2020",1583.6,1667.1,1667.1,1582
"Feb 27, 2020",1661.4,1668,1680.3,1656
"Feb 26, 2020",1662.9,1656.4,1676.7,1646.7
"Feb 25, 2020",1670.2,1681.6,1681.6,1650
"Feb 24, 2020",1697.1,1673.3,1711.8,1673.3
"Feb 21, 2020",1669.1,1645.5,1671.2,1642.4
"Feb 20, 2020",1640.8,1634,1645.5,1627.7
"Feb 19, 2020",1632.2,1625,1634.8,1623.3
"Feb 18, 2020",1624,1605,1628.3,1603.5
"Feb 17, 2020",1587.05,1586.15,1588.45,1581.85
"Feb 16, 2020",1586.25,1585.5,1586.25,1583.45
"Feb 14, 2020",1606.9,1601,1608.4,1597.3
"Feb 13, 2020",1599.6,1594.4,1602,1594
"Feb 12, 2020",1592.4,1590.8,1593.9,1587.5
